chrom chromStart chromEnd name score strand signalValue pValue qValue
3632 chr1 230249200 230250399 . 500 . 10.8758460346 2.24394746901e-12 6.32485347767e-12
3633 chr1 230439200 230439999 . 500 . 2.85490958408 0.00158193882511 0.00167593603373
3634 chr1 230462600 230463799 . 500 . 11.6009024369 1.8117434178e-13 5.6589083647e-13
3635 chr1 230517000 230517999 . 500 . 8.45899136025 1.45171629765e-13 4.5783233595e-13
3636 chr1 230777800 230778799 . 500 . 4.68497983029 3.08937164895e-06 4.25795798233e-06
3637 chr1 230849600 230850199 . 500 . 16.4950331525 1.96307402455e-13 6.10194283384e-13
3638 chr1 230960400 230960799 . 500 . 11.4196383363 1.24721272811e-08 2.349166223e-08
3639 chr1 230980200 230981399 . 500 . 4.65244524814 7.29653038122e-06 9.59861742289e-06
3640 chr1 230983200 230983999 . 500 . 7.61309222422 5.04094294922e-07 7.76933519629e-07
3641 chr1 230984600 230987599 . 500 . 9.55368435981 8.15318344637e-41 1.79098188763e-39
3642 chr1 231003800 231005199 . 500 . 21.9933775366 2.69593480578e-27 2.4055112783e-26
3643 chr1 231376200 231377599 . 500 . 6.88803582192 1.94893091106e-11 5.05183407209e-11
3644 chr1 231473000 231474199 . 500 . 13.196026522 1.23381326991e-21 7.4278312772e-21
3645 chr1 231524200 231524599 . 500 . 8.88194092826 1.8379766388e-06 2.6402375265e-06
3646 chr1 231531000 231532399 . 500 . 4.59202388128 1.76233944184e-08 3.21019365388e-08
3647 chr1 231557400 231558999 . 500 . 14.0983189337 1.32367045051e-21 7.89956460725e-21
3648 chr1 231663800 231664999 . 500 . 6.92099293111 1.48464247684e-09 3.0927229867e-09
3649 chr1 231761800 231763199 . 500 . 8.58912968887 8.29422359466e-15 2.93113135616e-14
3650 chr1 232278200 232279399 . 500 . 5.41375447056 1.74990184294e-08 3.1936175502e-08
3651 chr1 232518400 232519399 . 500 . 6.20326033085 3.96065342124e-07 6.17994796136e-07
3652 chr1 232520800 232521399 . 500 . 13.5343861764 1.42791367041e-08 2.64081889491e-08
3653 chr1 232941200 232941999 . 500 . 9.30489049627 5.24242419449e-09 1.04146194186e-08
3654 chr1 233086000 233086799 . 500 . 12.6884870404 8.87978655621e-10 1.88431429163e-09
3655 chr1 233430800 233431399 . 500 . 25.3769740807 6.08744966741e-18 2.74616857197e-17
3656 chr1 233463600 233464399 . 500 . 50.7539481615 3.63319044607e-16 1.44600799848e-15
3657 chr1 233679600 233680599 . 500 . 5.07539481615 1.70975605418e-05 2.15714928909e-05
3658 chr1 233749400 233750599 . 500 . 7.84379198859 2.24525197472e-11 5.75864358669e-11
3659 chr1 234040400 234041399 . 500 . 20.3015792646 9.98070406106e-14 3.20857959208e-13
3660 chr1 234044400 234044799 . 500 . 8.88194092826 1.8379766388e-06 2.6402375265e-06
3661 chr1 234045400 234046199 . 500 . 4.15259575867 8.94332346524e-05 0.000104722915873
3662 chr1 234321600 234322399 . 500 . 3.26275381038 0.000589670165698 0.00064021787435
3663 chr1 234508800 234509799 . 500 . 6.7671930882 1.19531993261e-13 3.82601389446e-13
3664 chr1 234613800 234614999 . 500 . 19.4556801286 2.87894761932e-23 1.94615890538e-22
3665 chr1 234680200 234680999 . 500 . 4.65244524814 7.29653038122e-06 9.59861742289e-06
3666 chr1 234735400 234736199 . 500 . 21.9933775366 4.20165651262e-15 1.52191232023e-14
3667 chr1 234743000 234748799 . 500 . 9.87889348143 5.64499596452e-69 4.88924779789e-67
3668 chr1 234750600 234750999 . 500 . 13.5343861764 1.42791367041e-08 2.64081889491e-08
3669 chr1 234792200 234793399 . 500 . 5.58293429776 4.47982615435e-11 1.11698258773e-10
3670 chr1 234794000 234796399 . 500 . 7.15169269548 1.38254661642e-17 6.13095541195e-17
3671 chr1 234860200 234861599 . 500 . 7.29588004821 7.31135302982e-14 2.38033583573e-13
3672 chr1 234864800 234865399 . 500 . 12.6884870404 8.87978655621e-10 1.88431429163e-09
3673 chr1 234866600 234868399 . 500 . 4.80826877319 1.8640165164e-08 3.39148387183e-08
3674 chr1 234908400 234908799 . 500 . 20.3015792646 4.43134673351e-10 9.89591923351e-10
3675 chr1 234916200 234916799 . 500 . 3.04523688969 0.000987385409573 0.00105886710714
3676 chr1 234998400 234999599 . 500 . 5.4379230173 4.05485050105e-08 7.19644638475e-08
3677 chr1 235000600 235002799 . 500 . 5.07539481615 6.39843505196e-10 1.40192077128e-09
3678 chr1 235090400 235091399 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
3679 chr1 235092600 235092999 . 500 . 13.5343861764 1.42791367041e-08 2.64081889491e-08
3680 chr1 235093400 235095199 . 500 . 9.42573322999 5.10144602579e-18 2.31880238517e-17
3681 chr1 235106400 235107199 . 500 . 5.53679434489 5.05337393681e-07 7.72847461792e-07
3682 chr1 235108200 235108999 . 500 . 11.4196383363 1.24721272811e-08 2.349166223e-08
3683 chr1 235111400 235111999 . 500 . 7.97562042538 2.78295273936e-08 4.99213536677e-08
3684 chr1 235115200 235115599 . 500 . 11.8425879043 2.1891654591e-07 3.50979121418e-07
3685 chr1 235116200 235117599 . 500 . 7.71460012054 4.1153038532e-22 2.56074678722e-21
3686 chr1 235120000 235120999 . 500 . 12.0540626884 8.23165768914e-16 3.14282594729e-15
3687 chr1 235133600 235134999 . 500 . 4.79342843747 4.35019446427e-08 7.6832915149e-08
3688 chr1 235148000 235148399 . 500 . 22.8392766727 1.73978441668e-11 4.53765493965e-11
3689 chr1 235183200 235183999 . 500 . 5.6393275735 2.71466753511e-06 3.80579986398e-06
3690 chr1 235185000 235185999 . 500 . 9.42573322999 2.86433296959e-10 6.53209325476e-10
3691 chr1 235246200 235247399 . 500 . 3.47263855842 3.81676442245e-05 4.6404613172e-05
3692 chr1 235256800 235257199 . 500 . 11.8425879043 2.1891654591e-07 3.50979121418e-07
3693 chr1 235291800 235292599 . 500 . 8.58912968887 8.29422359466e-15 2.93113135616e-14
3694 chr1 235324200 235324999 . 500 . 9.72784006428 1.55780334361e-16 6.35325763882e-16
3695 chr1 235490000 235491599 . 500 . 10.6583291139 4.09212763946e-16 1.61792931846e-15
3696 chr1 235492400 235493199 . 500 . 7.61309222422 5.04094294922e-07 7.76933519629e-07
3697 chr1 235575200 235575999 . 500 . 5.07539481615 4.05011726936e-05 4.89743080551e-05
3698 chr1 235606400 235606799 . 500 . 10.1507896323 1.59457446989e-07 2.63119518767e-07
3699 chr1 235667000 235669399 . 500 . 23.6851758087 4.84222818917e-57 2.50772508333e-55
3700 chr1 235751600 235753199 . 500 . 4.65244524814 1.40348592436e-09 2.94004494921e-09
3701 chr1 235805600 235806599 . 500 . 9.42573322999 2.86433296959e-10 6.53209325476e-10
3702 chr1 236029600 236030999 . 500 . 6.7671930882 5.34414266009e-08 9.37432204552e-08
3703 chr1 236063600 236064999 . 500 . 9.42573322999 5.10144602579e-18 2.31880238517e-17
3704 chr1 236066200 236066999 . 500 . 5.80045121845 1.45012990629e-05 1.85740121985e-05
3705 chr1 236071200 236072199 . 500 . 3.5527763713 1.68192198375e-05 2.13220657654e-05
3706 chr1 236072600 236072999 . 500 . 16.9179827205 4.48903247762e-11 1.11433482943e-10
3707 chr1 236073400 236074399 . 500 . 3.90414985858 7.61498101918e-05 8.98294168131e-05
3708 chr1 236075400 236076199 . 500 . 8.45899136025 5.3651659684e-08 9.34491786669e-08
3709 chr1 236080000 236081599 . 500 . 3.62528201153 7.40016176665e-06 9.7074585807e-06
3710 chr1 236107000 236107599 . 500 . 5.07539481615 5.57256131234e-07 8.47044494951e-07
3711 chr1 236135000 236135799 . 500 . 5.07539481615 1.70975605418e-05 2.15714928909e-05
3712 chr1 236162200 236163599 . 500 . 5.75211412497 2.84466734663e-09 5.8032686782e-09
3713 chr1 236226800 236229199 . 500 . 13.3805863335 5.54844793246e-24 3.93472781913e-23
3714 chr1 236260000 236261199 . 500 . 9.65962239202 4.23100806441e-38 7.73241255537e-37
3715 chr1 236305600 236306599 . 500 . 8.24751657624 1.54731276268e-09 3.20656982372e-09
3716 chr1 236445000 236445199 . 500 . 182.714213381 2.21561838749e-20 1.20791252467e-19
3717 chr1 236686800 236687799 . 500 . 33.835965441 1.7842014015e-25 1.41399104563e-24
3718 chr1 236767600 236768599 . 500 . 4.47828954366 5.22764271882e-07 7.96680023451e-07
3719 chr1 236849400 236849799 . 500 . 142.111054852 8.22679850892e-16 3.15731823021e-15
3720 chr1 236958600 236959599 . 500 . 16.9179827205 2.13049844175e-19 1.08579635251e-18
3721 chr1 238225400 238226999 . 500 . 6.26960536112 1.29404816483e-11 3.41824685476e-11
3722 chr1 241520000 241520999 . 500 . 8.45899136025 5.3651659684e-08 9.34491786669e-08
3723 chr1 241638200 241639599 . 500 . 4.06031585292 1.38458420457e-05 1.78505293255e-05
3724 chr1 241682400 241682999 . 500 . 15.2261844484 3.50089536148e-12 9.65641611443e-12
3725 chr1 241767600 241768399 . 500 . 7.8950586029 7.86325018855e-10 1.69778272486e-09
3726 chr1 241802800 241804399 . 500 . 13.7035660036 8.65960775101e-23 5.62398701192e-22
3727 chr1 242010800 242011999 . 500 . 6.14389898797 2.57185647572e-12 7.17787201265e-12
3728 chr1 242097400 242098999 . 500 . 5.07539481615 5.57256131234e-07 8.47044494951e-07
3729 chr1 242156400 242156799 . 500 . 17.7638818565 1.01666559048e-08 1.94347889218e-08
3730 chr1 242687000 242687799 . 500 . 16.9179827205 4.48903247762e-11 1.11433482943e-10
3731 chr1 243417600 243419799 . 500 . 6.7671930882 1.19531993261e-13 3.82601389446e-13
3732 chr1 243883200 243883599 . 500 . 142.111054852 8.22679850892e-16 3.15731823021e-15
3733 chr1 244013800 244014599 . 500 . 10.9966887683 3.97353262516e-11 1.00180884028e-10
3734 chr1 244080000 244080999 . 500 . 10.1507896323 1.59457446989e-07 2.63119518767e-07
3735 chr1 244087600 244088999 . 500 . 10.1507896323 2.61739772675e-11 6.67605863434e-11
3736 chr1 244089400 244089999 . 500 . 15.2261844484 8.39301537318e-10 1.79887737296e-09
3737 chr1 244211000 244211599 . 500 . 12.1809475588 5.30768176271e-11 1.28721932702e-10
3738 chr1 244326400 244327999 . 500 . 5.87677294501 1.66073815449e-11 4.35437905416e-11
3739 chr1 244437000 244437999 . 500 . 7.10555274261 3.17943877765e-09 6.42328946065e-09
3740 chr1 244504800 244505999 . 500 . 5.83670403857 7.29948208816e-12 1.96609755812e-11
3741 chr1 244512000 244512399 . 500 . 12.6884870404 8.87978655621e-10 1.88431429163e-09
3742 chr1 244512800 244513199 . 500 . 8.88194092826 1.8379766388e-06 2.6402375265e-06
3743 chr1 244614600 244615199 . 500 . 20.3015792646 9.98070406106e-14 3.20857959208e-13
3744 chr1 244977000 244977599 . 500 . 8.88194092826 1.8379766388e-06 2.6402375265e-06
3745 chr1 244997200 244997599 . 500 . 3.94752930145 0.00050987189312 0.000557085847444
3746 chr1 244998000 244999199 . 500 . 16.7488028933 5.16768047499e-30 5.60007396329e-29
3747 chr1 245026800 245028199 . 500 . 7.40161744022 5.31682910546e-20 2.82897826149e-19
3748 chr1 245082200 245082399 . 500 . 35.527763713 4.72872296634e-11 1.16220480428e-10
3749 chr1 245133000 245134799 . 500 . 16.2412634117 8.93311751545e-29 8.91160796105e-28
3750 chr1 245254000 245255999 . 500 . 7.35932248341 6.17352765979e-17 2.59656441226e-16
3751 chr1 245339800 245340399 . 500 . 5.07539481615 1.70975605418e-05 2.15714928909e-05
3752 chr1 245951200 245952199 . 500 . 8.70067682768 2.928270901e-09 5.9516184175e-09
3753 chr1 245985800 245987399 . 500 . 4.89413071557 9.50770991637e-12 2.52817577741e-11
3754 chr1 246020000 246020599 . 500 . 4.56785533453 4.11117295698e-05 4.93230297172e-05
3755 chr1 246022800 246023599 . 500 . 3.51373487272 0.000334721061221 0.000370556864271
3756 chr1 246160600 246161399 . 500 . 3.80654611211 0.000179120155666 0.000203594219417
3757 chr1 246669800 246670799 . 500 . 9.0229241176 8.96858519363e-12 2.40062276383e-11
3758 chr1 246729800 246730399 . 500 . 11.4196383363 1.24721272811e-08 2.349166223e-08
3759 chr1 246887200 246887999 . 500 . 13.5343861764 1.58670162696e-14 5.43015966824e-14
3760 chr1 247094400 247095199 . 500 . 10.1507896323 1.4571979627e-12 4.18463480118e-12
3761 chr1 247170600 247171199 . 500 . 10.1507896323 1.59457446989e-07 2.63119518767e-07
3762 chr1 247267000 247267599 . 500 . 40.6031585292 2.58177796393e-22 1.62614987563e-21
3763 chr1 247493800 247494999 . 500 . 17.7638818565 1.14202775779e-20 6.40734490158e-20
3764 chr1 247495400 247496599 . 500 . 26.392053044 2.372544628e-29 2.45457133505e-28
3765 chr1 247505600 247506399 . 500 . 6.52550762076 1.97246757086e-06 2.80441260658e-06
3766 chr1 247578600 247579999 . 500 . 4.54114273024 9.5723984791e-08 1.63675856821e-07
3767 chr1 247906400 247906799 . 500 . 10.1507896323 8.63863798436e-09 1.66988736563e-08
3768 chr1 247909800 247910599 . 500 . 2.53769740807 0.00520429005409 0.00538415025405
3769 chr1 248020400 248020999 . 500 . 15.2261844484 8.39301537318e-10 1.79887737296e-09
3770 chr1 249132600 249132999 . 500 . 35.527763713 4.72872296634e-11 1.16220480428e-10
3771 chr1 249152000 249153999 . 500 . 10.6583291139 4.09212763946e-16 1.61792931846e-15
3772 chr1 249167400 249167799 . 500 . 20.3015792646 4.43134673351e-10 9.89591923351e-10
3773 chr1 249238000 249238999 . 500 . 2.41685467436 0.003647027171 0.00378891833488
3774 chr1 249239400 249240799 . 500 . 4.30305212673 1.30824229672e-49 4.55989951609e-48
3775 chr2 46400 47199 . 500 . 6.7671930882 4.31438465469e-06 5.87342661888e-06
3776 chr2 393600 394599 . 500 . 5.6393275735 2.71466753511e-06 3.80579986398e-06
3777 chr2 636600 636999 . 500 . 20.3015792646 4.43134673351e-10 9.89591923351e-10
3778 chr2 671200 672399 . 500 . 10.1507896323 8.63863798436e-09 1.66988736563e-08
3779 chr2 675200 675799 . 500 . 10.1507896323 8.63863798436e-09 1.66988736563e-08
3780 chr2 676200 676799 . 500 . 15.2261844484 1.49065083926e-14 5.13996361461e-14
3781 chr2 677200 677999 . 500 . 10.7852139843 1.26972550993e-13 4.05110581081e-13
3782 chr2 799600 799799 . 500 . 6.09047377938 7.59277182245e-05 8.98244989037e-05
3783 chr2 864200 865599 . 500 . 9.0229241176 8.96858519363e-12 2.40062276383e-11
3784 chr2 877400 877599 . 500 . 121.809475588 1.33705412115e-13 4.2411721868e-13
3785 chr2 945400 946999 . 500 . 10.7852139843 1.26972550993e-13 4.05110581081e-13
3786 chr2 1050800 1051799 . 500 . 8.62817118745 4.86158851484e-12 1.32038601902e-11
3787 chr2 1158800 1159199 . 500 . 8.88194092826 1.8379766388e-06 2.6402375265e-06
3788 chr2 1561000 1561999 . 500 . 40.6031585292 1.03291910703e-12 3.01360870256e-12
3789 chr2 1724600 1725199 . 500 . 4.06031585292 0.000213030135931 0.000240100263701
3790 chr2 1726000 1726199 . 500 . 7.61309222422 1.88762718486e-05 2.35524112221e-05
3791 chr2 1746600 1747599 . 500 . 13.5343861764 1.58670162696e-14 5.43015966824e-14
3792 chr2 1752200 1752999 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
3793 chr2 1795800 1796399 . 500 . 162.412634117 4.50007696946e-18 2.0579095727e-17
3794 chr2 1800800 1802399 . 500 . 12.0540626884 8.23165768914e-16 3.14282594729e-15
3795 chr2 1820200 1821199 . 500 . 5.07539481615 1.70975605418e-05 2.15714928909e-05
3796 chr2 2275800 2276599 . 500 . 8.24751657624 1.54731276268e-09 3.20656982372e-09
3797 chr2 2668800 2669799 . 500 . 11.8425879043 3.11519927473e-12 8.65762791416e-12
3798 chr2 2747000 2747599 . 500 . 7.97562042538 2.78295273936e-08 4.99213536677e-08
3799 chr2 3381400 3382199 . 500 . 8.24751657624 1.54731276268e-09 3.20656982372e-09
3800 chr2 3383400 3383999 . 500 . 7.25056402307 2.44487312739e-07 3.85319560162e-07
3801 chr2 3522200 3523799 . 500 . 10.1507896323 4.74608528785e-20 2.53570427477e-19
3802 chr2 3582800 3585599 . 500 . 8.61636794369 3.34860438093e-43 8.48242753613e-42
3803 chr2 3605600 3607599 . 500 . 7.61309222422 6.76925501043e-21 3.85684866179e-20
3804 chr2 3619200 3619799 . 500 . 6.34424352018 8.88266590936e-07 1.33329565088e-06
3805 chr2 3622800 3623999 . 500 . 5.80045121845 3.20528186145e-12 8.87698073516e-12
3806 chr2 3639000 3639999 . 500 . 27.9146714888 2.03510007964e-14 6.84320813291e-14
3807 chr2 3650600 3651799 . 500 . 5.07539481615 1.70975605418e-05 2.15714928909e-05
3808 chr2 3652600 3653799 . 500 . 8.79735101466 2.71960612376e-17 1.17705595715e-16
3809 chr2 3698400 3698799 . 500 . 3.22979670119 0.00180463021874 0.00190305512355
3810 chr2 3700800 3702399 . 500 . 5.07539481615 5.57256131234e-07 8.47044494951e-07
3811 chr2 3707200 3709199 . 500 . 5.46580980201 3.05506635523e-13 9.29530277353e-13
3812 chr2 3806200 3806799 . 500 . 3.62528201153 0.000144159136607 0.000165006689792
3813 chr2 3822800 3823599 . 500 . 18.6097809925 2.20249234761e-12 6.24589933781e-12
3814 chr2 3828200 3828599 . 500 . 3.80654611211 0.000179120155666 0.000203594219417
3815 chr2 3832800 3833999 . 500 . 7.21240315979 1.00395721908e-15 3.76476931233e-15
3816 chr2 4067600 4068399 . 500 . 5.07539481615 1.70975605418e-05 2.15714928909e-05
3817 chr2 4306800 4307799 . 500 . 3.26275381038 0.000589670165698 0.00064021787435
3818 chr2 5765800 5767199 . 500 . 2.19933775366 0.00318859284024 0.00333016720757
3819 chr2 5767600 5768999 . 500 . 2.35201223187 0.000285735860597 0.000317846345374
3820 chr2 5835800 5837799 . 500 . 13.9573357444 1.73585363175e-27 1.57384062612e-26
3821 chr2 5943600 5944399 . 500 . 3.90414985858 7.61498101918e-05 8.98294168131e-05
3822 chr2 5987200 5987999 . 500 . 3.72195619851 6.21062519837e-05 7.38133925215e-05
3823 chr2 6072800 6073199 . 500 . 35.527763713 4.72872296634e-11 1.16220480428e-10
3824 chr2 6121600 6122199 . 500 . 4.22949568012 3.76946355803e-05 4.59762667972e-05
3825 chr2 6326400 6326799 . 500 . 4.44097046413 0.000235886449613 0.000264043023106
3826 chr2 6378200 6378799 . 500 . 10.1507896323 1.59457446989e-07 2.63119518767e-07
3827 chr2 6677400 6678799 . 500 . 5.07539481615 2.37978393953e-07 3.77727668247e-07
3828 chr2 6912400 6913399 . 500 . 6.92099293111 1.48464247684e-09 3.0927229867e-09
3829 chr2 7005400 7006199 . 500 . 32.990066305 1.72917432443e-17 7.5748918411e-17
3830 chr2 7057200 7058599 . 500 . 9.76037464644 8.81900895929e-18 3.93164714688e-17
3831 chr2 7331800 7331999 . 500 . 7.61309222422 1.88762718486e-05 2.35524112221e-05
3832 chr2 7849600 7850599 . 500 . 5.53679434489 5.05337393681e-07 7.72847461792e-07
3833 chr2 7888800 7889399 . 500 . 6.7671930882 4.31438465469e-06 5.87342661888e-06
3834 chr2 8171600 8172799 . 500 . 5.07539481615 1.01792518285e-07 1.71075283841e-07
3835 chr2 8226400 8228799 . 500 . 4.17973690742 1.61074301338e-10 3.75620391806e-10
3836 chr2 8288200 8290799 . 500 . 3.67156220743 8.39113978564e-11 2.00698185214e-10
3837 chr2 8294800 8295199 . 500 . 5.92129395217 3.33224765647e-05 4.09311129573e-05
3838 chr2 8369600 8370199 . 500 . 3.3835965441 0.000777278781929 0.000838269635255
3839 chr2 8683600 8684399 . 500 . 8.45899136025 8.6526434035e-11 2.05911137291e-10
3840 chr2 8684800 8686199 . 500 . 12.2655374724 6.24053872599e-23 4.0979537634e-22
3841 chr2 8716800 8717199 . 500 . 11.4196383363 1.24721272811e-08 2.349166223e-08
3842 chr2 8737200 8738799 . 500 . 8.35947381483 7.48835689572e-18 3.35816645567e-17
3843 chr2 8768600 8769199 . 500 . 6.7671930882 4.31438465469e-06 5.87342661888e-06
3844 chr2 8771800 8775799 . 500 . 5.81214567656 1.75963234885e-31 2.1071544945e-30
3845 chr2 8776200 8777799 . 500 . 5.48142640144 7.01559995631e-13 2.07876525138e-12
3846 chr2 8802000 8802999 . 500 . 4.75818264014 2.379983427e-07 3.76777191564e-07
3847 chr2 8819200 8819599 . 500 . 65.9801326099 1.26818604537e-21 7.59041787047e-21
3848 chr2 8825200 8825999 . 500 . 32.990066305 1.72917432443e-17 7.5748918411e-17
3849 chr2 8977400 8977799 . 500 . 6.7671930882 4.31438465469e-06 5.87342661888e-06
3850 chr2 9142800 9143799 . 500 . 5.49834438416 2.17928825817e-07 3.51936816698e-07
3851 chr2 9144200 9144999 . 500 . 7.44391239702 1.53110744856e-13 4.80926539864e-13
3852 chr2 9211000 9212399 . 500 . 5.55876575102 1.9511025934e-11 5.04655903611e-11
3853 chr2 9251200 9252799 . 500 . 8.38543491364 2.33586409827e-23 1.5893288137e-22
3854 chr2 9282200 9283599 . 500 . 3.80654611211 9.72427554332e-08 1.64025596749e-07
3855 chr2 9318600 9321399 . 500 . 5.19074469833 5.36685348478e-19 2.63751889754e-18
3856 chr2 9346000 9346999 . 500 . 23.6851758087 1.6514925297e-16 6.71083738966e-16
3857 chr2 9374000 9376399 . 500 . 7.83376156405 1.81568261133e-39 3.6649248008e-38
3858 chr2 9377000 9377199 . 500 . 35.527763713 4.72872296634e-11 1.16220480428e-10
3859 chr2 9384600 9385599 . 500 . 7.25056402307 2.44487312739e-07 3.85319560162e-07
3860 chr2 9426200 9430199 . 500 . 6.915225437 5.73085250212e-54 2.51706557765e-52
3861 chr2 9449800 9450799 . 500 . 4.65244524814 7.29653038122e-06 9.59861742289e-06
3862 chr2 9517200 9519399 . 500 . 14.3802853124 1.48899597806e-41 3.40385496964e-40
3863 chr2 9520200 9521999 . 500 . 7.68999214568 3.22615699341e-28 3.1050843552e-27
3864 chr2 9522400 9523999 . 500 . 3.3835965441 3.37530931602e-06 4.63591697854e-06
3865 chr2 9524400 9525399 . 500 . 5.46580980201 9.39916545256e-08 1.61114805377e-07
3866 chr2 9525800 9527199 . 500 . 5.70981916817 2.7023538155e-13 8.26815341738e-13
3867 chr2 9527600 9528799 . 500 . 2.64803207799 0.000857133267942 0.000921361233923
3868 chr2 9529800 9530599 . 500 . 3.51373487272 0.000334721061221 0.000370556864271
3869 chr2 9538400 9539399 . 500 . 9.13571066907 9.72308693876e-08 1.65089956439e-07
3870 chr2 9562600 9564399 . 500 . 11.916144351 1.14556758328e-39 2.33577219873e-38
3871 chr2 9571200 9571399 . 500 . 15.2261844484 2.07569492917e-07 3.36675254524e-07
3872 chr2 9613800 9616199 . 500 . 10.1507896323 2.91904831931e-26 2.43813184779e-25
3873 chr2 9695000 9696799 . 500 . 8.27101377446 2.13934583083e-26 1.81002168946e-25
3874 chr2 9705800 9706599 . 500 . 7.61309222422 1.38565975014e-08 2.58906451117e-08
3875 chr2 9747800 9748199 . 500 . 13.5343861764 1.42791367041e-08 2.64081889491e-08
3876 chr2 9769800 9771599 . 500 . 13.8163525551 3.1483249974e-39 6.19612561193e-38
3877 chr2 9776800 9778199 . 500 . 4.63405613648 3.25902745027e-09 6.56576073649e-09
3878 chr2 9778600 9778799 . 500 . 6.09047377938 7.59277182245e-05 8.98244989037e-05
3879 chr2 9779200 9780199 . 500 . 2.4041343866 0.0052461588024 0.00542223156523
3880 chr2 9794400 9796399 . 500 . 5.70981916817 2.7023538155e-13 8.26815341738e-13
3881 chr2 9796800 9797599 . 500 . 3.17212176009 0.000440005600931 0.000482270907386
3882 chr2 9798000 9799599 . 500 . 3.80654611211 9.72427554332e-08 1.64025596749e-07
3883 chr2 9805600 9806199 . 500 . 6.20326033085 3.96065342124e-07 6.17994796136e-07
3884 chr2 9815200 9816999 . 500 . 5.37394745239 3.96272151939e-16 1.57039594144e-15
3885 chr2 9830000 9834399 . 500 . 7.14314825976 2.2598270649e-39 4.51493562436e-38
3886 chr2 9843000 9845199 . 500 . 5.65543993799 5.21130706696e-18 2.36552785234e-17
3887 chr2 9848600 9849199 . 500 . 5.07539481615 4.05011726936e-05 4.89743080551e-05
3888 chr2 9884600 9885599 . 500 . 5.07539481615 7.23881670507e-06 9.57440687665e-06
3889 chr2 9892000 9894799 . 500 . 8.41065426676 2.47328822013e-34 3.54544344536e-33
3890 chr2 9908400 9909199 . 500 . 10.1507896323 4.73412399043e-10 1.04731352487e-09
3891 chr2 9909600 9911199 . 500 . 3.43817068191 5.224638212e-07 7.97128985645e-07
3892 chr2 9939600 9944799 . 500 . 6.82761445506 2.62090617008e-55 1.23916443721e-53
3893 chr2 9953800 9954799 . 500 . 9.68939010356 2.76103341248e-15 1.00767752605e-14
3894 chr2 9956800 9957399 . 500 . 40.6031585292 1.03291910703e-12 3.01360870256e-12
3895 chr2 9959200 9961599 . 500 . 9.26259553947 2.84128941634e-45 8.00741508163e-44
3896 chr2 9963000 9963799 . 500 . 60.9047377938 9.01971556244e-20 4.72877606188e-19
3897 chr2 9983000 9984999 . 500 . 9.84318994647 1.42146771599e-41 3.26994531025e-40
3898 chr2 10054400 10054799 . 500 . 9.42573322999 2.86433296959e-10 6.53209325476e-10
3899 chr2 10090400 10092399 . 500 . 11.6009024369 2.76518685103e-24 2.02086432386e-23
3900 chr2 10116400 10116999 . 500 . 3.10163016542 0.000324711745604 0.000360503774582
3901 chr2 10124000 10125199 . 500 . 5.60964690206 1.02840229813e-10 2.42486690667e-10
3902 chr2 10175000 10178799 . 500 . 5.15998472975 9.20732871683e-25 6.9066565837e-24
3903 chr2 10182400 10183199 . 500 . 10.1507896323 4.73412399043e-10 1.04731352487e-09
3904 chr2 10183600 10184999 . 500 . 12.0540626884 6.37158828246e-29 6.40794269008e-28
3905 chr2 10197800 10199399 . 500 . 3.98781021269 3.24409240215e-05 4.00477923044e-05
3906 chr2 10219800 10220199 . 500 . 35.527763713 4.72872296634e-11 1.16220480428e-10
3907 chr2 10259600 10261399 . 500 . 5.53679434489 3.12150930597e-21 1.81913016224e-20
3908 chr2 10261800 10263599 . 500 . 10.3459971252 5.8541927555e-36 9.40885016829e-35
3909 chr2 10276400 10276599 . 500 . 5.07539481615 0.00022962583564 0.000257792638564
3910 chr2 10277400 10278599 . 500 . 5.53679434489 5.05337393681e-07 7.72847461792e-07
3911 chr2 10309800 10310799 . 500 . 7.80829971715 6.46613729464e-13 1.92098411086e-12
3912 chr2 10311200 10311399 . 500 . 15.2261844484 2.07569492917e-07 3.36675254524e-07
3913 chr2 10355200 10355599 . 500 . 10.1507896323 1.59457446989e-07 2.63119518767e-07
3914 chr2 10357600 10357999 . 500 . 35.527763713 4.72872296634e-11 1.16220480428e-10
3915 chr2 10365400 10366599 . 500 . 6.34424352018 8.88266590936e-07 1.33329565088e-06
3916 chr2 10393800 10395399 . 500 . 7.10555274261 4.72254712779e-16 1.85722403339e-15
3917 chr2 10409400 10410999 . 500 . 4.79342843747 4.35019446427e-08 7.6832915149e-08
3918 chr2 10418000 10419199 . 500 . 6.02703134418 1.94010694093e-10 4.47904740728e-10
3919 chr2 10422200 10426799 . 500 . 6.73157628247 1.08848710892e-60 6.70922084868e-59
3920 chr2 10428600 10430999 . 500 . 4.93038353569 2.71339174239e-14 9.04606473458e-14
3921 chr2 10437200 10438599 . 500 . 4.16442651581 1.14553268846e-11 3.03181979543e-11
3922 chr2 10440800 10444199 . 500 . 8.59997454958 1.6789026362e-36 2.77376111587e-35
3923 chr2 10469600 10471599 . 500 . 6.59801326099 2.49603041771e-14 8.34460281398e-14
3924 chr2 10481200 10482199 . 500 . 5.07539481615 7.23881670507e-06 9.57440687665e-06
3925 chr2 10486200 10486599 . 500 . 142.111054852 8.22679850892e-16 3.15731823021e-15
